DATE_ONLY,Lot,DATE_LOT,anomaly_window_count,max_combined_score,lot_status,severity_index,severity_bucket,assigned_image_seq,assigned_error_id,assigned_image_name,yolo_link_status,zip_internal_path,assigned_image_exists_extracted,local_image_path
2021-09-30,16,2021-09-30_16,16,19.271607313755823,이상,51.27,Critical,228,263,KEMP_IMG_DATA_Error_263.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╜║┼⌐╖í─í_KEMP_IMG_DATA_Error_263.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_263.png
2021-10-08,3,2021-10-08_3,15,27.5331439431372,이상,57.53,Critical,214,249,KEMP_IMG_DATA_Error_249.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╜║┼⌐╖í─í_KEMP_IMG_DATA_Error_249.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_249.png
2021-10-22,3,2021-10-22_3,15,14.986895440095166,이상,44.99,Critical,187,222,KEMP_IMG_DATA_Error_222.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_222.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_222.png
2021-10-25,16,2021-10-25_16,15,13.24857395834896,이상,43.25,Critical,121,126,KEMP_IMG_DATA_Error_126.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_126.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_126.png
2021-09-09,5,2021-09-09_5,14,27.85572842008776,이상,55.86,Critical,40,40,KEMP_IMG_DATA_Error_40.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/┐└┐░_KEMP_IMG_DATA_Error_40.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_40.png
2021-10-12,3,2021-10-12_3,13,12.747874640216944,이상,38.75,Critical,72,72,KEMP_IMG_DATA_Error_72.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/┐└┐░_KEMP_IMG_DATA_Error_72.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_72.png
2021-09-10,18,2021-09-10_18,12,22.66591742713877,이상,46.67,Critical,140,148,KEMP_IMG_DATA_Error_148.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_148.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_148.png
2021-10-26,1,2021-10-26_1,12,15.602325798471336,이상,39.6,Critical,126,134,KEMP_IMG_DATA_Error_134.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_134.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_134.png
2021-09-13,11,2021-09-13_11,12,8.972047107558199,이상,32.97,Critical,43,43,KEMP_IMG_DATA_Error_43.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/┐└┐░_KEMP_IMG_DATA_Error_43.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_43.png
2021-09-09,16,2021-09-09_16,11,35.47100753609205,이상,57.47,Critical,188,223,KEMP_IMG_DATA_Error_223.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_223.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_223.png
2021-09-28,16,2021-09-28_16,11,27.96621068264685,이상,49.97,Critical,10,10,KEMP_IMG_DATA_Error_10.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/┐└┐░_KEMP_IMG_DATA_Error_10.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_10.png
2021-10-06,6,2021-10-06_6,11,17.559890814736,이상,39.56,Critical,150,159,KEMP_IMG_DATA_Error_159.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_159.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_159.png
2021-10-07,6,2021-10-07_6,11,15.966439949156394,이상,37.97,Critical,141,149,KEMP_IMG_DATA_Error_149.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_149.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_149.png
2021-09-16,4,2021-09-16_4,11,15.033068276787294,이상,37.03,Critical,132,140,KEMP_IMG_DATA_Error_140.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_140.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_140.png
2021-10-07,20,2021-10-07_20,11,14.936868748946122,이상,36.94,Critical,92,92,KEMP_IMG_DATA_Error_92.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/┐└┐░_KEMP_IMG_DATA_Error_92.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_92.png
2021-10-14,17,2021-10-14_17,11,14.914398538408925,이상,36.91,Critical,48,48,KEMP_IMG_DATA_Error_48.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/┐└┐░_KEMP_IMG_DATA_Error_48.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_48.png
2021-09-14,14,2021-09-14_14,11,12.67961982176132,이상,34.68,Critical,169,179,KEMP_IMG_DATA_Error_179.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╜║┼⌐╖í─í_KEMP_IMG_DATA_Error_179.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_179.png
2021-09-06,20,2021-09-06_20,11,12.52435330114604,이상,34.52,Critical,61,61,KEMP_IMG_DATA_Error_61.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╡╡▒▌_KEMP_IMG_DATA_Error_61.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_61.png
2021-09-24,19,2021-09-24_19,11,10.620312284496196,이상,32.62,Critical,137,145,KEMP_IMG_DATA_Error_145.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_145.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_145.png
2021-09-29,20,2021-09-29_20,11,9.29584348125783,이상,31.3,Critical,190,225,KEMP_IMG_DATA_Error_225.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_225.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_225.png
2021-09-30,6,2021-09-30_6,11,8.556326609218132,이상,30.56,Critical,228,263,KEMP_IMG_DATA_Error_263.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╜║┼⌐╖í─í_KEMP_IMG_DATA_Error_263.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_263.png
2021-10-05,9,2021-10-05_9,11,8.346589278877664,이상,30.35,Critical,143,151,KEMP_IMG_DATA_Error_151.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_151.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_151.png
2021-10-26,15,2021-10-26_15,10,23.82371584897352,이상,43.82,Critical,148,156,KEMP_IMG_DATA_Error_156.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_156.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_156.png
2021-10-22,12,2021-10-22_12,10,20.76214284251197,이상,40.76,Critical,233,268,KEMP_IMG_DATA_Error_268.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╜║┼⌐╖í─í_KEMP_IMG_DATA_Error_268.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_268.png
2021-10-27,8,2021-10-27_8,10,19.675606686671927,이상,39.68,Critical,133,141,KEMP_IMG_DATA_Error_141.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_141.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_141.png
2021-10-20,21,2021-10-20_21,10,14.55179424038012,이상,34.55,Critical,200,235,KEMP_IMG_DATA_Error_235.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_235.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_235.png
2021-09-24,17,2021-09-24_17,10,14.407044345928524,이상,34.41,Critical,102,102,KEMP_IMG_DATA_Error_102.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╡╡▒▌_KEMP_IMG_DATA_Error_102.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_102.png
2021-09-10,16,2021-09-10_16,10,13.820149671737092,이상,33.82,Critical,203,238,KEMP_IMG_DATA_Error_238.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_238.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_238.png
2021-10-18,15,2021-10-18_15,10,13.165997533648875,이상,33.17,Critical,222,257,KEMP_IMG_DATA_Error_257.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╜║┼⌐╖í─í_KEMP_IMG_DATA_Error_257.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_257.png
2021-09-17,18,2021-09-17_18,10,11.835380008091668,이상,31.84,Critical,58,58,KEMP_IMG_DATA_Error_58.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╡╡▒▌_KEMP_IMG_DATA_Error_58.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_58.png
2021-09-23,15,2021-09-23_15,10,11.825519848307922,이상,31.83,Critical,7,7,KEMP_IMG_DATA_Error_7.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/┐└┐░_KEMP_IMG_DATA_Error_7.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_7.png
2021-09-29,11,2021-09-29_11,10,11.165229338423304,이상,31.17,Critical,155,165,KEMP_IMG_DATA_Error_165.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╜║┼⌐╖í─í_KEMP_IMG_DATA_Error_165.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_165.png
2021-09-17,14,2021-09-17_14,10,10.297271703009285,이상,30.3,Critical,155,165,KEMP_IMG_DATA_Error_165.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╜║┼⌐╖í─í_KEMP_IMG_DATA_Error_165.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_165.png
2021-09-09,22,2021-09-09_22,9,27.574870829295723,이상,45.57,Critical,37,37,KEMP_IMG_DATA_Error_37.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/┐└┐░_KEMP_IMG_DATA_Error_37.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_37.png
2021-09-07,18,2021-09-07_18,9,16.596648389134792,이상,34.6,Critical,25,25,KEMP_IMG_DATA_Error_25.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╡╡▒▌_KEMP_IMG_DATA_Error_25.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_25.png
2021-09-29,12,2021-09-29_12,9,14.853175592274372,이상,32.85,Critical,212,247,KEMP_IMG_DATA_Error_247.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╜║┼⌐╖í─í_KEMP_IMG_DATA_Error_247.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_247.png
2021-10-26,11,2021-10-26_11,9,14.71785871374814,이상,32.72,Critical,158,168,KEMP_IMG_DATA_Error_168.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╜║┼⌐╖í─í_KEMP_IMG_DATA_Error_168.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_168.png
2021-09-28,8,2021-09-28_8,9,14.56757869050625,이상,32.57,Critical,78,78,KEMP_IMG_DATA_Error_78.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/┐└┐░_KEMP_IMG_DATA_Error_78.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_78.png
2021-09-27,7,2021-09-27_7,9,14.102453557859713,이상,32.1,Critical,35,35,KEMP_IMG_DATA_Error_35.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/┐└┐░_KEMP_IMG_DATA_Error_35.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_35.png
2021-09-27,18,2021-09-27_18,9,13.25366163703706,이상,31.25,Critical,132,140,KEMP_IMG_DATA_Error_140.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_140.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_140.png
2021-10-15,6,2021-10-15_6,9,12.797637641685226,이상,30.8,Critical,143,151,KEMP_IMG_DATA_Error_151.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_151.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_151.png
2021-10-27,21,2021-10-27_21,9,12.71478679870931,이상,30.71,Critical,219,254,KEMP_IMG_DATA_Error_254.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╜║┼⌐╖í─í_KEMP_IMG_DATA_Error_254.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_254.png
2021-10-21,1,2021-10-21_1,9,12.608572812563803,이상,30.61,Critical,28,28,KEMP_IMG_DATA_Error_28.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╡╡▒▌_KEMP_IMG_DATA_Error_28.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_28.png
2021-10-07,5,2021-10-07_5,9,12.456202129499392,이상,30.46,Critical,53,53,KEMP_IMG_DATA_Error_53.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╡╡▒▌_KEMP_IMG_DATA_Error_53.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_53.png
2021-09-14,6,2021-09-14_6,9,11.91218811356599,이상,29.91,Critical,127,135,KEMP_IMG_DATA_Error_135.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_135.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_135.png
2021-10-12,20,2021-10-12_20,9,11.597707520931662,이상,29.6,Critical,72,72,KEMP_IMG_DATA_Error_72.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/┐└┐░_KEMP_IMG_DATA_Error_72.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_72.png
2021-10-13,6,2021-10-13_6,9,11.050934985195171,이상,29.05,Critical,112,112,KEMP_IMG_DATA_Error_112.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╡╡▒▌_KEMP_IMG_DATA_Error_112.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_112.png
2021-10-19,14,2021-10-19_14,9,10.675250960886151,이상,28.68,Critical,162,172,KEMP_IMG_DATA_Error_172.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╜║┼⌐╖í─í_KEMP_IMG_DATA_Error_172.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_172.png
2021-10-01,17,2021-10-01_17,9,9.60690326498954,이상,27.61,Critical,118,122,KEMP_IMG_DATA_Error_122.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╜║┼⌐╖í─í_KEMP_IMG_DATA_Error_122.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_122.png
2021-09-08,20,2021-09-08_20,9,8.40245084255094,이상,26.4,Critical,12,12,KEMP_IMG_DATA_Error_12.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╡╡▒▌_KEMP_IMG_DATA_Error_12.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_12.png
2021-09-13,18,2021-09-13_18,9,7.430380450526271,이상,25.43,Critical,211,246,KEMP_IMG_DATA_Error_246.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╜║┼⌐╖í─í_KEMP_IMG_DATA_Error_246.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_246.png
2021-10-15,3,2021-10-15_3,8,29.610753132068503,이상,45.61,Critical,207,242,KEMP_IMG_DATA_Error_242.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_242.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_242.png
2021-09-29,21,2021-09-29_21,8,27.942804834555,이상,43.94,Critical,138,146,KEMP_IMG_DATA_Error_146.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_146.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_146.png
2021-09-23,4,2021-09-23_4,8,17.326286431308617,이상,33.33,Critical,171,181,KEMP_IMG_DATA_Error_181.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╜║┼⌐╖í─í_KEMP_IMG_DATA_Error_181.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_181.png
2021-09-29,2,2021-09-29_2,8,16.1460922295233,이상,32.15,Critical,139,147,KEMP_IMG_DATA_Error_147.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_147.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_147.png
2021-09-17,9,2021-09-17_9,8,13.450221503927873,이상,29.45,Critical,10,10,KEMP_IMG_DATA_Error_10.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/┐└┐░_KEMP_IMG_DATA_Error_10.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_10.png
2021-10-06,10,2021-10-06_10,8,12.591088630372878,이상,28.59,Critical,191,226,KEMP_IMG_DATA_Error_226.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_226.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_226.png
2021-10-22,14,2021-10-22_14,8,12.253344668180134,이상,28.25,Critical,188,223,KEMP_IMG_DATA_Error_223.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_223.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_223.png
2021-09-06,17,2021-09-06_17,8,11.807301663636457,이상,27.81,Critical,164,174,KEMP_IMG_DATA_Error_174.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╜║┼⌐╖í─í_KEMP_IMG_DATA_Error_174.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_174.png
2021-10-13,2,2021-10-13_2,8,11.793284210842533,이상,27.79,Critical,220,255,KEMP_IMG_DATA_Error_255.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╜║┼⌐╖í─í_KEMP_IMG_DATA_Error_255.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_255.png
2021-09-10,17,2021-09-10_17,8,11.584692316397922,이상,27.58,Critical,190,225,KEMP_IMG_DATA_Error_225.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_225.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_225.png
2021-10-19,11,2021-10-19_11,8,11.496823555228705,이상,27.5,Critical,66,66,KEMP_IMG_DATA_Error_66.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╡╡▒▌_KEMP_IMG_DATA_Error_66.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_66.png
2021-10-14,16,2021-10-14_16,8,11.382536347911726,이상,27.38,Critical,185,220,KEMP_IMG_DATA_Error_220.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_220.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_220.png
2021-10-20,1,2021-10-20_1,8,10.829695939658809,이상,26.83,Critical,228,263,KEMP_IMG_DATA_Error_263.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╜║┼⌐╖í─í_KEMP_IMG_DATA_Error_263.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_263.png
2021-10-25,19,2021-10-25_19,8,9.801158425525465,이상,25.8,Critical,103,103,KEMP_IMG_DATA_Error_103.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╡╡▒▌_KEMP_IMG_DATA_Error_103.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_103.png
2021-09-28,11,2021-09-28_11,8,9.200802215963316,이상,25.2,Critical,106,106,KEMP_IMG_DATA_Error_106.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╡╡▒▌_KEMP_IMG_DATA_Error_106.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_106.png
2021-10-07,16,2021-10-07_16,8,9.13555751666179,이상,25.14,Critical,113,113,KEMP_IMG_DATA_Error_113.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╡╡▒▌_KEMP_IMG_DATA_Error_113.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_113.png
2021-09-14,8,2021-09-14_8,8,8.955823685607813,이상,24.96,Critical,149,158,KEMP_IMG_DATA_Error_158.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_158.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_158.png
2021-10-12,21,2021-10-12_21,8,8.76393676008396,이상,24.76,Critical,64,64,KEMP_IMG_DATA_Error_64.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╡╡▒▌_KEMP_IMG_DATA_Error_64.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_64.png
2021-09-28,7,2021-09-28_7,8,8.621273301466452,이상,24.62,Critical,212,247,KEMP_IMG_DATA_Error_247.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╜║┼⌐╖í─í_KEMP_IMG_DATA_Error_247.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_247.png
2021-10-19,20,2021-10-19_20,8,7.575641843585264,이상,23.58,Critical,70,70,KEMP_IMG_DATA_Error_70.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/┐└┐░_KEMP_IMG_DATA_Error_70.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_70.png
2021-09-24,11,2021-09-24_11,8,6.9460031375175815,이상,22.95,Critical,55,55,KEMP_IMG_DATA_Error_55.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╡╡▒▌_KEMP_IMG_DATA_Error_55.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_55.png
2021-09-27,17,2021-09-27_17,7,29.17427901827504,이상,43.17,Critical,2,2,KEMP_IMG_DATA_Error_2.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/┐└┐░_KEMP_IMG_DATA_Error_2.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_2.png
2021-10-12,19,2021-10-12_19,7,26.66171958447832,이상,40.66,Critical,170,180,KEMP_IMG_DATA_Error_180.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╜║┼⌐╖í─í_KEMP_IMG_DATA_Error_180.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_180.png
2021-09-09,13,2021-09-09_13,7,20.839012734360168,이상,34.84,Critical,140,148,KEMP_IMG_DATA_Error_148.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_148.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_148.png
2021-10-12,8,2021-10-12_8,7,20.42020053301649,이상,34.42,Critical,2,2,KEMP_IMG_DATA_Error_2.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/┐└┐░_KEMP_IMG_DATA_Error_2.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_2.png
2021-09-07,3,2021-09-07_3,7,20.25887481096596,이상,34.26,Critical,47,47,KEMP_IMG_DATA_Error_47.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/┐└┐░_KEMP_IMG_DATA_Error_47.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_47.png
2021-09-13,3,2021-09-13_3,7,19.638077321217708,이상,33.64,Critical,82,82,KEMP_IMG_DATA_Error_82.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/┐└┐░_KEMP_IMG_DATA_Error_82.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_82.png
2021-10-14,1,2021-10-14_1,7,18.99504553588517,이상,33.0,Critical,21,21,KEMP_IMG_DATA_Error_21.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╡╡▒▌_KEMP_IMG_DATA_Error_21.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_21.png
2021-10-22,6,2021-10-22_6,7,16.63627577105123,이상,30.64,Critical,208,243,KEMP_IMG_DATA_Error_243.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╟╔╚ª_KEMP_IMG_DATA_Error_243.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_243.png
2021-09-09,2,2021-09-09_2,7,15.700781793206415,이상,29.7,Critical,220,255,KEMP_IMG_DATA_Error_255.png,matched_to_extracted_image,║╥╖« └╠╣╠┴÷ ╕≡└╜/╜║┼⌐╖í─í_KEMP_IMG_DATA_Error_255.png,True,/mnt/data/lot_defect_images_clean/KEMP_IMG_DATA_Error_255.png
